Муниципалитет,Пригород (30-40 мин),Арктическая зона,Выручка на чел.,Прибыль на чел.,Инвестиции на чел.,Фед. ритейл,Доступность д/с,Доступность ПМП,Спорт. объекты
пгт Уренгой (Ямало-Ненецкий автономный округ),False,True,3043.81625320787,150.53857998289135,310.561520706226,1,90.58333333,1.0,1.026518392
село Пригородный (Республика Саха (Якутия)),True,False,138587.7141521197,9526.412094763093,4.40751242948705,1,7.6,0.5,0.623441397
рабочий поселок Искателей (Ненецкий автономный округ),True,True,4752.744426094137,-856.6511147811726,145.687299201208,0,89.76666667,1.0,0.137627305
пгт Харп (Ямало-Ненецкий автономный округ),True,True,317.34963227986486,-47.573047107930826,2.64167917398991,1,100.0,1.0,1.192605844
село Карпогоры (Архангельская область),False,True,321.9524089306698,31.7617508813161,5.00320570852814,1,91.6,1.0,2.643948296
пгт Сафоново (Мурманская область),True,True,13320.741463414633,1439.5361207897793,,1,71.05,0.5,0.929152149
рп Кулой (Архангельская область),False,False,79.09883478984602,4.023512276321265,1.29805549220779,1,97.81666667,0.5,1.456512692
поселок Уемский (Архангельская область),True,True,17848.82088846881,1238.0614366729678,3.88437520195776,1,99.0,1.0,0.472589792
село Красноселькуп (Ямало-Ненецкий автономный округ),False,True,14746.33092175777,190.06591639871382,207.138739936554,0,80.33333333,1.0,0.535905681
пгт Водный (Республика Коми),True,False,95.77228992944195,6.979260209536028,13.5229207831537,1,3.550767658,1.0,1.924310455
село Туруханск (Красноярский край),False,True,910.9162995594713,37.82599118942731,245.650032161365,0,73.3,1.0,1.6
пгт Березово (Ханты-Мансийский автономный округ - Югра),False,True,148.97956637030106,16.05459366713461,1.24211284413603,1,92.85,1.0,1.091873343
пгт Ярега (Республика Коми),True,False,26.828804347826086,4.355338874680307,13.5229207831537,1,5.827396089,1.0,1.75831202
село Богучаны (Красноярский край),False,False,229.26241958541814,17.62205146533238,5.24561698977512,1,65.4,1.0,1.0
пгт Белый Яр (Ханты-Мансийский автономный округ - Югра),True,False,36289.6047332879,18616.398488321665,100.896322027211,1,86.0,1.0,0.805402391
пгт Подтесово (Красноярский край),True,False,93.49672846237732,5.450109051254089,0.441907617359354,1,81.0,1.0,0.8
село Выльгорт (Республика Коми),True,False,13202.341631957592,1050.8029155622871,1.74985952892904,1,43.86161361,1.0,1.325255585
пгт Федоровский (Ханты-Мансийский автономный округ - Югра),False,False,124.4469382569662,5.316634200050817,100.896322027211,1,95.0,1.0,0.762259676
посёлок Солнечный (Ханты-Мансийский автономный округ - Югра),True,False,10091.537524253008,16657.210632518432,100.896322027211,1,82.83333333,1.0,0.698486612
пгт Северный (Республика Коми),True,True,199.59781420765026,13.330327868852459,5.67575287262261,1,3.809436673,1.0,1.4
посёлок Нижнесортымский (Ханты-Мансийский автономный округ - Югра),False,False,18.731377927832877,-2.3824998241541815,100.896322027211,1,86.16666667,1.0,0.562706619
пгт Пиндуши (Республика Карелия),True,False,1451.0864480040682,99.69641495041952,0.398735027088641,1,94.53333333,1.0,0.762776506
пгт Лоухи (Республика Карелия),False,True,253.79320571582636,3.942032892963063,0.907666555619759,1,69.64833333,1.0,3.504987867
пгт Воргашор (Республика Коми),True,True,63.11689302609492,24.734777964291165,5.67575287262261,1,3.800252077,1.0,0.3
посёлок Унъюган (Ханты-Мансийский автономный округ - Югра),True,False,39.125958378970424,-4.153705732018985,24.0358390011667,1,65.00333333,1.0,1.095290252
село Верхнепашино (Красноярский край),True,False,2103.3752613240417,115.55714285714286,0.441907617359354,0,72.5,1.0,1.4
посёлок Катунино (Архангельская область),True,True,6414.798147108366,318.8065693430657,3.88437520195776,1,98.16666667,0.5,1.122964627
село Яр-Сале (Ямало-Ненецкий автономный округ),False,True,265.1059379217274,18.031848852901483,466.88614132068,1,27.3,1.0,2.159244265
село Антоновка (Республика Саха (Якутия)),True,False,402.5680206318504,30.224049000644744,4.4839917017699,0,100.0,1.0,0.322372663
село Лешуконское (Архангельская область),False,True,190.5974647887324,19.250985915492958,0.0513832535223073,0,56.33166667,1.0,1.690140845
пгт Барсово (Ханты-Мансийский автономный округ - Югра),True,False,9427.912144702843,28206.835917312663,100.896322027211,1,89.5,1.0,1.453488372
пгт Калевала (Республика Карелия),False,True,470.34770277935337,-17.16364152013613,0.224917995295922,1,60.18333333,1.0,5.672149745
рп Малошуйка (Архангельская область),False,True,15.153076538269135,0.7938969484742371,1.07711405521078,0,53.035,1.0,0.500250125
пгт Междуреченский (Ханты-Мансийский автономный округ - Югра),False,False,54.39568085298636,8.237101292129756,79.3841666739002,1,69.08333333,1.0,1.174663414
пгт Угольные Копи (Чукотский автономный округ),True,True,29801.335086633662,13361.919554455446,7.43075426240303,0,85.43333333,1.0,0.618811881
рп Октябрьский (Архангельская область),False,False,2263.921418408668,-850.0348035460216,2.82047655240414,1,80.5,1.0,0.7
село Холмогоры (Архангельская область),False,False,162.20624631703006,-11.67059516794343,0.661782603442729,1,18.91666667,1.0,0.9
пгт Усть-Мая (Республика Саха (Якутия)),False,False,78.43858267716536,-0.9133858267716536,5.94437732097929,0,94.23333333,1.0,0.393700787
пгт Нижний Одес (Республика Коми),False,False,114.52721829069135,6.111867174741426,5.14560127178796,1,13.66216515,1.0,1.224823081
посёлок Березник (Архангельская область),False,False,463.82005689900427,6.587837837837838,1.76044818048017,1,100.0,1.0,0.4
село Усть-Цильма (Республика Коми),False,True,87.55853151697067,10.611867928884784,0.724838068728836,1,42.66643039,1.0,2.308935581
пгт Излучинск (Ханты-Мансийский автономный округ - Югра),True,False,281.3027724531301,9.310299686754874,201.197456772341,1,81.33333333,1.0,0.561036047
пгт Надвоицы (Республика Карелия),True,True,524.9011532125206,-10.260790774299835,8.32741093231491,1,80.91666667,1.0,0.329489292
пгт Айхал (Республика Саха (Якутия)),False,False,105.3922961854899,10.375691847419596,18.9633116666682,1,72.9,1.0,0.1
пгт Жешарт (Республика Коми),False,False,1076.798569224295,-83.6650301585075,2.33091518971467,1,23.88849478,1.0,1.402721279
село Ванавара (Красноярский край),False,False,2016.6516587677725,8.098341232227488,212.549324374096,0,79.6,1.0,0.0
пгт Пангоды (Ямало-Ненецкий автономный округ),False,True,78.16448077614085,10.62800934243622,25.6547008897007,1,66.13333333,1.0,0.0
пгт Мурмаши (Мурманская область),True,True,1130.810723244147,216.0788043478261,82.4474780211464,1,100.0,1.0,1.254180602
село Мужи (Ямало-Ненецкий автономный округ),False,True,153.5230192719486,10.928265524625267,0.580791097697006,0,91.83333333,1.0,0.535331906
село Байкит (Красноярский край),False,False,731.6327991817252,19.88851005796113,212.549324374096,0,65.6,1.0,0.3
село Гыда (Ямало-Ненецкий автономный округ),False,True,145.7207756232687,8.153739612188366,912.822561393393,0,41.05,1.0,0.831024931
пгт Хелюля (Республика Карелия),True,False,7257.632911392405,168.73945147679325,0.750136378747037,1,82.76666667,1.0,0.52742616
пгт Чернышевский (Республика Саха (Якутия)),False,False,66.7400919012062,16.425904652498563,18.9633116666682,1,75.0,1.0,0.9
пгт Кожва (Республика Коми),True,False,6741.385595567867,1883.5113573407202,7.4607132307578,1,3.88601637,1.0,0.55401662
село Визинга (Республика Коми),False,False,267.90240831103415,4.568865103100897,0.706217179558186,1,52.98029141,1.0,2.518495199
пгт Благоево (Республика Коми),False,False,120.65954118873827,-14.375912408759124,0.408245299486575,1,8.817288155,1.0,4.17101147
село Хатанга (Красноярский край),False,True,226.79017013232513,1.8427221172022685,137.972754070563,0,77.2,1.0,0.8
рп Приводино (Архангельская область),True,False,36.74849731097754,-2.7760202467573554,2.74449795714734,1,74.95,0.5,1.265422335
пгт Зырянка (Республика Саха (Якутия)),False,True,1100.2927409758033,122.19714399047997,0.769240214594056,1,100.0,1.0,0.396667989
посёлок Салым (Ханты-Мансийский автономный округ - Югра),False,False,235.24070475450188,12.828345640627024,164.046653609595,1,81.4,1.0,1.554605519
пгт Беринговский (Чукотский автономный округ),False,True,8711.971920289856,2882.3677536231885,7.43075426240303,0,92.29166667,1.0,0.905797101
пгт Мотыгино (Красноярский край),False,False,583.334945054945,20.676263736263735,14.9995452082887,0,86.0,1.0,0.9
поселок Таежный (Красноярский край),False,False,176.50513622152747,-27.470001488759863,5.24561698977512,1,65.4,1.0,1.2
пгт Умба (Мурманская область),False,True,35.69667556418345,-5.779665129822859,0.895061497506105,1,86.7,1.0,0.485319097
поселок Тура (Красноярский край),False,True,830.1556306306306,73.2367117117117,212.549324374096,0,71.7,1.0,0.2
рп Коноша (Архангельская область),False,False,130.82110792741165,5.124928366762178,0.109624689594189,1,92.86666667,1.0,0.191021968
пгт Эльдикан (Республика Саха (Якутия)),False,False,29.506481481481483,11.065740740740742,5.94437732097929,0,100.0,1.0,0.0
пгт Вяртсиля (Республика Карелия),False,False,60.81844106463878,5.567490494296578,0.750136378747037,1,100.0,1.0,3.326996198
пгт Высокий (Ханты-Мансийский автономный округ - Югра),True,False,1988.656417316812,-343.85880373259903,18.8655176836994,1,64.8,1.0,1.070827597
пгт Усогорск (Республика Коми),False,False,149.32131280388978,-3.049837925445705,0.408245299486575,1,31.70471485,1.0,1.41815235
посёлок Сингапай (Ханты-Мансийский автономный округ - Югра),True,False,46641.198359594215,6019.508957478955,164.046653609595,1,84.46666667,1.0,1.942585798
пгт Молочный (Мурманская область),True,True,14167.4179780639,1622.9849785407725,82.4474780211464,1,,1.0,1.192179304
пгт Троицко-Печорск (Республика Коми),False,False,134.60492399206873,-109.64805023132848,0.539265590467324,1,47.80041517,1.0,1.156642432
пгт Раздолинск (Красноярский край),False,False,133.64672977624784,19.635111876075733,14.9995452082887,0,87.9,1.0,0.9
пгт Никель (Мурманская область),True,True,113.33272469060661,12.286163522012579,7.02036586965425,1,76.85833333,1.0,0.91296409
село Корткерос (Республика Коми),True,False,290.1299363057325,5.119532908704883,0.502018419338002,1,27.21454809,1.0,1.27388535
село Ижма (Республика Коми),False,False,92.29588971151391,5.9640030635690575,0.667397714847105,1,22.43889176,1.0,1.021189686
населенный пункт Видяево (Мурманская область),False,True,2477.5368615669054,1011.3683845620523,,1,76.5,1.0,0.92442801
село Усть-Кулом (Республика Коми),False,False,290.5916880047272,70.4691747094741,0.592804962601891,1,20.40124319,1.0,0.393933425
пгт Седкыркещ (Республика Коми),True,False,83099.08988764045,5644.700374531835,3.20942969931844,0,0.247385452,0.5,0.7
пгт Печенга (Мурманская область),False,True,72.96962828649139,3.542157751586582,7.02036586965425,1,76.85833333,1.0,1.813236627
пгт Приобье (Ханты-Мансийский автономный округ - Югра),False,False,390.5403973509934,11.273377483443708,24.0358390011667,1,75.76666667,1.0,1.456953642
пгт Малиновский (Ханты-Мансийский автономный округ - Югра),True,False,336.72207084468664,48.12897366030881,10.1785504172449,1,95.15,1.0,0.454132607
пгт Ревда (Мурманская область),False,True,448.77822959024087,15.517360025023459,0.438115602169647,1,,1.0,0.5
пгт Пионерский (Ханты-Мансийский автономный округ - Югра),True,False,172.94352003749708,24.804780876494025,10.1785504172449,1,78.28333333,1.0,1.171783454
село Объячево (Республика Коми),False,False,191.42406978814313,49.16289834431191,1.01572303678803,1,37.66812917,1.0,1.958340751
пгт Краснозатонский (Республика Коми),True,False,16783.312399139322,1274.7413932221625,3.20942969931844,1,3.004025061,1.0,0.8
рп Шипицыно (Архангельская область),True,False,4938.525739644971,264.3594674556213,2.74449795714734,1,77.21666667,1.0,1.775147929
село Алакуртти (Мурманская область),False,True,11.202602566419664,0.2884511115127417,0.336577468962305,1,,1.0,1.988071571
пгт Междуреченск (Республика Коми),False,False,55.322399250234305,3.3861293345829426,0.408245299486575,0,5.85422727,1.0,4.686035614
пгт Синдор (Республика Коми),False,False,45.154848046309695,1.195369030390738,5.96526302366171,1,11.34968161,1.0,2.894356006
пгт Зеленоборский (Мурманская область),False,True,118.60934182590233,3.6215498938428876,0.336577468962305,1,,1.0,0.796178344
пгт Куминский (Ханты-Мансийский автономный округ - Югра),False,False,47.97244408945687,8.702076677316294,79.3841666739002,0,71.4,1.0,0.798722045
пгт Кильдинстрой (Мурманская область),True,True,6965.178698752228,1027.8805704099823,82.4474780211464,1,,1.0,1.3
село Яренск (Архангельская область),False,False,92.2552783109405,10.869481765834934,1.60934200165445,1,93.65,1.0,1.599488164
пгт Игрим (Ханты-Мансийский автономный округ - Югра),False,True,78.64021529119515,1.2711841015732819,1.24211284413603,1,95.21666667,1.0,0.414021529
поселок Тазовский (Ямало-Ненецкий автономный округ),False,True,1604.0164672432177,143.00971448880463,912.822561393393,1,81.0,1.0,1.658571259
пгт Талинка (Ханты-Мансийский автономный округ - Югра),False,False,414.48994899489946,16.605460546054605,24.0358390011667,1,56.71333333,1.0,3.00030003
рп Урдома (Архангельская область),False,False,106.66749134092034,30.074468085106382,1.60934200165445,1,88.6,1.0,1.731815933
пгт Агириш (Ханты-Мансийский автономный округ - Югра),False,False,88.6984126984127,-5.264957264957265,10.1785504172449,1,71.81666667,0.5,0.610500611
пгт Светлый (Республика Саха (Якутия)),False,False,6.7036919159770845,0.91502227880331,18.9633116666682,1,71.0,1.0,0.0
пгт Муезерский (Республика Карелия),False,False,157.68701996927803,1.8563748079877112,0.0517013352484261,1,70.95,0.0,1.53609831
село Аксарка (Ямало-Ненецкий автономный округ),False,True,265.52780330882354,32.17279411764706,2.36194080138551,1,63.31666667,1.0,0.0
пгт Провидения (Чукотский автономный округ),False,True,142.25280373831777,-8.592056074766354,0.322152641649059,0,82.71666667,0.0,0.46728972
пгт Повенец (Республика Карелия),True,False,9.846578366445916,0.11920529801324503,0.398735027088641,1,100.0,1.0,1.103752759
пгт Шудаяг (Республика Коми),True,False,111000.06347062795,3140.588453747468,13.5229207831537,1,2.300354303,1.0,1.688048616
пгт Пойковский (Ханты-Мансийский автономный округ - Югра),False,False,918.1347790507365,29.447340425531916,164.046653609595,1,84.65,1.0,0.286415712
пгт Верхняя Максаковка (Республика Коми),True,False,32687.053481599152,2593.176330420969,3.20942969931844,1,1.437399884,1.0,0.3
пгт Андра (Ханты-Мансийский автономный округ - Югра),False,False,5.700744416873449,-2.224813895781638,24.0358390011667,1,75.46666667,1.0,1.488833747
посёлок Горноправдинск (Ханты-Мансийский автономный округ - Югра),False,False,424.40444738000883,-1124.0891677675033,468.479897160923,1,61.48964646,1.0,0.880669309
поселок Ханымей (Ямало-Ненецкий автономный округ),False,True,106.89758510328775,0.6886819901076521,310.561520706226,1,78.4,1.0,1.163805644
Северо-Енисейский гп (Красноярский край),False,False,4623.589265445111,1119.0395654288957,136.020042110963,0,79.0,1.0,3.7
пгт Верхнетуломский (Мурманская область),False,True,1796.571212121212,35.8969696969697,82.4474780211464,1,,0.5,2.272727273
пгт Октябрьское (Ханты-Мансийский автономный округ - Югра),False,False,70.67378691983123,-0.4897151898734177,24.0358390011667,1,74.43,0.5,2.109704641
село Айкино (Республика Коми),False,False,245.6936090225564,24.733395989974937,2.33091518971467,1,13.41424221,1.0,1.253132832
пгт Луговой (Ханты-Мансийский автономный округ - Югра),False,False,34.38137193203273,6.103209565764632,79.3841666739002,0,42.93333333,1.0,3.775959723
пгт Кондинское (Ханты-Мансийский автономный округ - Югра),False,False,131.0267657992565,-3.5349442379182157,79.3841666739002,1,64.83333333,1.0,0.743494424
пгт Заполярный (Ямало-Ненецкий автономный округ),False,True,22.569200779727094,5.193957115009747,25.6547008897007,0,71.66666667,0.5,0.974658869
пгт Алмазный (Республика Саха (Якутия)),False,False,7.634323832625834,0.3547604608853851,18.9633116666682,0,75.1,1.0,0.6
пгт Эгвекинот (Чукотский автономный округ),False,True,0.0,0.0,1.99505839771382,0,81.40166667,1.0,2.569868294
пгт Новоаганск (Ханты-Мансийский автономный округ - Югра),False,False,253.12384817902588,-11.27961825362001,201.197456772341,1,87.66666667,1.0,0.767880649
село Хатассы (Республика Саха (Якутия)),True,False,1346.9352833638025,-75.74387568555758,4.40751242948705,0,73.09833333,1.0,0.365630713
пгт Таежный (Ханты-Мансийский автономный округ - Югра),False,False,147.6462829736211,16.860911270983213,10.1785504172449,1,76.18333333,0.5,0.599520384
пгт Коммунистический (Ханты-Мансийский автономный округ - Югра),False,False,163.93663366336634,7.257425742574258,10.1785504172449,1,75.88333333,1.0,1.98019802
пгт Войвож (Республика Коми),False,False,110.89756097560975,7.706233062330623,5.14560127178796,1,1.958196155,1.0,3.79403794
пгт Мортка (Ханты-Мансийский автономный округ - Югра),False,False,260.05505722239405,-32.552118775131454,79.3841666739002,1,64.43333333,1.0,1.546551191
пгт Зеленоборск (Ханты-Мансийский автономный округ - Югра),False,False,375.5044994375703,31.63610798650169,10.1785504172449,1,74.6,0.5,2.812148481
пгт Депутатский (Республика Саха (Якутия)),False,True,1101.965637065637,106.22972972972973,2.32693657655632,0,70.16666667,1.0,0.0
